timestamp,hour,day_of_week,month,weather_condition,is_holiday,traffic_volume
2024-05-18 04:00:00,4,5,5,Clear,0,979
2025-02-06 15:00:00,15,3,2,Fog,0,3589
2024-07-17 18:00:00,18,2,7,Clear,0,6487
2024-07-31 18:00:00,18,2,7,Clear,0,5792
2024-10-22 04:00:00,4,1,10,Cloudy,0,857
2024-12-14 14:00:00,14,5,12,Clear,0,2774
2024-11-18 13:00:00,13,0,11,Light Rain,0,3553
2024-12-20 01:00:00,1,4,12,Clear,0,1236
2024-03-20 22:00:00,22,2,3,Clear,0,1003
2024-12-19 21:00:00,21,3,12,Clear,1,1487
2024-09-04 14:00:00,14,2,9,Clear,0,3984
2024-08-21 17:00:00,17,2,8,Light Rain,0,7013
2024-10-13 01:00:00,1,6,10,Clear,0,895
2024-10-01 23:00:00,23,1,10,Cloudy,0,1255
2024-03-26 14:00:00,14,1,3,Fog,0,3036
2024-04-13 13:00:00,13,5,4,Clear,1,1440
2025-01-26 12:00:00,12,6,1,Light Rain,0,2842
2024-04-08 10:00:00,10,0,4,Cloudy,0,4033
2024-04-02 17:00:00,17,1,4,Clear,0,5885
2024-11-30 06:00:00,6,5,11,Clear,0,2535
2024-02-16 22:00:00,22,4,2,Heavy Rain,0,706
2024-09-20 21:00:00,21,4,9,Clear,0,3451
2025-02-01 10:00:00,10,5,2,Heavy Rain,0,1721
2024-12-10 13:00:00,13,1,12,Clear,0,3201
2025-02-18 06:00:00,6,1,2,Cloudy,0,2340
2024-02-25 02:00:00,2,6,2,Clear,0,862
2024-03-07 19:00:00,19,3,3,Light Rain,0,2373
2024-08-27 07:00:00,7,1,8,Heavy Rain,1,1672
2024-11-17 15:00:00,15,6,11,Cloudy,1,1321
2024-09-05 18:00:00,18,3,9,Light Rain,0,4390
2024-12-13 08:00:00,8,4,12,Clear,1,2447
2024-07-10 00:00:00,0,2,7,Cloudy,0,1054
2024-08-04 20:00:00,20,6,8,Clear,1,1338
2025-01-04 12:00:00,12,5,1,Light Rain,0,2040
2025-02-01 02:00:00,2,5,2,Cloudy,0,776
2024-04-16 20:00:00,20,1,4,Cloudy,0,3009
2025-02-02 07:00:00,7,6,2,Cloudy,0,3472
2024-03-05 23:00:00,23,1,3,Light Rain,1,494
2024-07-21 20:00:00,20,6,7,Cloudy,0,2325
2024-05-25 16:00:00,16,5,5,Heavy Rain,0,2094
2024-08-16 12:00:00,12,4,8,Clear,0,3273
2024-04-24 01:00:00,1,2,4,Cloudy,0,936
2024-10-11 13:00:00,13,4,10,Clear,0,4142
2024-12-22 02:00:00,2,6,12,Clear,0,816
2024-02-26 10:00:00,10,0,2,Light Rain,0,3081
2024-01-02 21:00:00,21,1,1,Clear,0,2550
2024-05-05 02:00:00,2,6,5,Cloudy,0,616
2024-02-01 04:00:00,4,3,2,Cloudy,1,531
2025-01-05 09:00:00,9,6,1,Clear,0,2994
2024-09-13 18:00:00,18,4,9,Clear,0,5216
2024-08-30 04:00:00,4,4,8,Clear,0,1478
2024-07-20 19:00:00,19,5,7,Light Rain,0,2068
2024-11-13 08:00:00,8,2,11,Cloudy,0,4762
2024-07-17 07:00:00,7,2,7,Clear,1,3244
2025-01-10 16:00:00,16,4,1,Cloudy,0,4714
2024-11-06 18:00:00,18,2,11,Light Rain,0,4511
2024-04-03 19:00:00,19,2,4,Cloudy,1,1366
2025-01-10 00:00:00,0,4,1,Cloudy,1,542
2024-04-25 00:00:00,0,3,4,Cloudy,0,1380
2024-08-31 04:00:00,4,5,8,Cloudy,0,969
2025-01-22 10:00:00,10,2,1,Heavy Rain,1,1375
2024-07-05 12:00:00,12,4,7,Cloudy,0,4181
2024-06-13 09:00:00,9,3,6,Clear,0,5843
2024-07-23 22:00:00,22,1,7,Cloudy,0,1041
2024-07-21 04:00:00,4,6,7,Clear,0,760
2024-06-20 23:00:00,23,3,6,Snow,1,541
2025-02-13 16:00:00,16,3,2,Cloudy,0,5281
2025-02-06 21:00:00,21,3,2,Snow,0,1351
2024-01-28 16:00:00,16,6,1,Light Rain,0,1454
2024-04-13 12:00:00,12,5,4,Clear,0,2792
2024-11-10 05:00:00,5,6,11,Clear,0,791
2024-10-08 21:00:00,21,1,10,Cloudy,1,1756
2025-02-12 01:00:00,1,2,2,Light Rain,0,832
2024-05-17 11:00:00,11,4,5,Heavy Rain,0,2712
2024-01-29 03:00:00,3,0,1,Cloudy,1,544
2024-05-06 14:00:00,14,0,5,Clear,0,2441
2024-05-29 06:00:00,6,2,5,Cloudy,0,2689
2024-10-25 20:00:00,20,4,10,Heavy Rain,0,2685
2024-03-22 18:00:00,18,4,3,Clear,0,6477
2024-03-17 16:00:00,16,6,3,Clear,0,2580
2024-07-01 14:00:00,14,0,7,Clear,0,4712
2024-10-21 09:00:00,9,0,10,Cloudy,0,4975
2024-06-07 23:00:00,23,4,6,Clear,0,989
2025-01-27 00:00:00,0,0,1,Light Rain,0,1117
2024-11-23 13:00:00,13,5,11,Cloudy,0,2667
2025-02-03 15:00:00,15,0,2,Clear,0,2937
2025-01-17 18:00:00,18,4,1,Cloudy,0,5085
2024-06-10 22:00:00,22,0,6,Clear,1,595
2024-12-19 01:00:00,1,3,12,Clear,0,1264
2024-09-17 03:00:00,3,1,9,Clear,0,1191
2024-01-18 03:00:00,3,3,1,Light Rain,1,644
2024-01-26 13:00:00,13,4,1,Cloudy,0,3574
2024-05-05 15:00:00,15,6,5,Clear,0,2932
2024-08-14 04:00:00,4,2,8,Clear,0,1330
2024-02-29 14:00:00,14,3,2,Light Rain,0,3614
2025-01-06 14:00:00,14,0,1,Cloudy,0,2373
2024-11-19 23:00:00,23,1,11,Clear,0,1102
2024-09-05 04:00:00,4,3,9,Clear,0,1021
2024-09-22 00:00:00,0,6,9,Clear,0,751
2025-01-26 20:00:00,20,6,1,Clear,0,2425
2024-02-29 01:00:00,1,3,2,Clear,0,918
2024-08-13 00:00:00,0,1,8,Cloudy,0,1283
2024-01-26 04:00:00,4,4,1,Cloudy,0,814
2024-02-23 00:00:00,0,4,2,Clear,0,1182
2024-06-23 08:00:00,8,6,6,Cloudy,0,3473
2024-11-17 00:00:00,0,6,11,Cloudy,0,709
2024-10-11 15:00:00,15,4,10,Cloudy,0,3571
2024-10-16 23:00:00,23,2,10,Fog,1,448
2024-01-11 07:00:00,7,3,1,Clear,1,3036
2024-07-06 14:00:00,14,5,7,Heavy Rain,0,2195
2024-03-23 14:00:00,14,5,3,Cloudy,0,2290
2025-01-31 21:00:00,21,4,1,Clear,0,2268
2024-08-19 10:00:00,10,0,8,Clear,0,3743
2024-01-09 07:00:00,7,1,1,Light Rain,0,4234
2024-01-21 05:00:00,5,6,1,Snow,1,177
2024-09-20 23:00:00,23,4,9,Clear,0,1330
2025-01-17 13:00:00,13,4,1,Cloudy,0,3282
2024-01-19 23:00:00,23,4,1,Cloudy,0,1173
2025-02-20 11:00:00,11,3,2,Heavy Rain,0,2446
2025-01-10 03:00:00,3,4,1,Clear,0,1076
2024-10-09 17:00:00,17,2,10,Cloudy,0,6209
2024-03-12 17:00:00,17,1,3,Clear,0,5541
2024-08-11 17:00:00,17,6,8,Clear,0,4643
2024-12-28 06:00:00,6,5,12,Clear,0,1779
2024-12-13 13:00:00,13,4,12,Clear,0,3454
2025-02-14 00:00:00,0,4,2,Cloudy,0,1337
2024-11-07 04:00:00,4,3,11,Light Rain,0,983
2024-09-20 10:00:00,10,4,9,Clear,0,4439
2024-02-05 22:00:00,22,0,2,Cloudy,0,843
2024-03-28 06:00:00,6,3,3,Clear,0,3537
2024-02-09 11:00:00,11,4,2,Clear,1,1786
2024-04-18 22:00:00,22,3,4,Cloudy,0,1168
2024-03-01 04:00:00,4,4,3,Cloudy,0,1145
2024-02-23 08:00:00,8,4,2,Clear,0,4790
2024-05-19 19:00:00,19,6,5,Heavy Rain,0,1767
2024-07-01 09:00:00,9,0,7,Light Rain,0,5252
2024-06-08 22:00:00,22,5,6,Clear,1,377
2024-12-12 01:00:00,1,3,12,Cloudy,0,937
2024-09-17 07:00:00,7,1,9,Clear,0,7338
2024-04-05 22:00:00,22,4,4,Cloudy,0,1223
2024-03-24 12:00:00,12,6,3,Clear,0,3367
2024-06-11 22:00:00,22,1,6,Cloudy,0,1101
2025-01-04 22:00:00,22,5,1,Fog,0,571
2024-02-11 21:00:00,21,6,2,Clear,0,1840
2024-06-12 22:00:00,22,2,6,Cloudy,0,982
2024-06-12 06:00:00,6,2,6,Light Rain,0,2855
2024-11-05 01:00:00,1,1,11,Clear,0,1155
2024-05-06 15:00:00,15,0,5,Clear,0,4286
2024-03-29 20:00:00,20,4,3,Clear,0,3549
2024-07-11 23:00:00,23,3,7,Clear,0,1209
2024-03-26 17:00:00,17,1,3,Cloudy,0,4815
2024-10-11 08:00:00,8,4,10,Light Rain,0,4355
2024-01-10 13:00:00,13,2,1,Snow,0,2194
2024-05-09 15:00:00,15,3,5,Cloudy,0,3633
2025-02-04 19:00:00,19,1,2,Clear,0,3045
2024-09-17 04:00:00,4,1,9,Cloudy,0,914
2024-04-19 04:00:00,4,4,4,Snow,0,675
2024-06-02 08:00:00,8,6,6,Clear,0,4076
2024-12-22 00:00:00,0,6,12,Clear,0,709
2024-01-09 17:00:00,17,1,1,Fog,0,4301
2024-12-27 22:00:00,22,4,12,Clear,0,951
2024-10-13 23:00:00,23,6,10,Clear,0,787
2024-05-12 13:00:00,13,6,5,Cloudy,0,3518
2024-11-04 10:00:00,10,0,11,Light Rain,0,3574
2024-06-13 08:00:00,8,3,6,Clear,0,6003
2024-03-13 00:00:00,0,2,3,Cloudy,0,992
2024-06-29 17:00:00,17,5,6,Cloudy,1,1943
2024-01-15 01:00:00,1,0,1,Light Rain,0,782
2024-08-06 13:00:00,13,1,8,Clear,0,4567
2024-07-06 21:00:00,21,5,7,Cloudy,1,869
2024-11-10 01:00:00,1,6,11,Cloudy,0,1015
2024-07-26 17:00:00,17,4,7,Cloudy,0,6060
2024-02-21 02:00:00,2,2,2,Light Rain,0,996
2024-10-24 17:00:00,17,3,10,Light Rain,0,5095
2024-08-18 04:00:00,4,6,8,Cloudy,0,1012
2024-06-08 01:00:00,1,5,6,Light Rain,0,698
2025-01-07 20:00:00,20,1,1,Clear,0,3179
2024-10-20 17:00:00,17,6,10,Clear,0,4100
2024-03-28 23:00:00,23,3,3,Light Rain,0,1150
2024-10-26 09:00:00,9,5,10,Clear,1,1894
2024-05-05 00:00:00,0,6,5,Heavy Rain,0,506
2024-06-15 15:00:00,15,5,6,Cloudy,0,3550
2024-02-12 09:00:00,9,0,2,Cloudy,0,4265
2024-12-12 03:00:00,3,3,12,Snow,0,602
2024-05-30 21:00:00,21,3,5,Light Rain,0,1581
2024-09-07 22:00:00,22,5,9,Cloudy,0,795
2024-03-21 08:00:00,8,3,3,Clear,0,5823
2024-01-15 14:00:00,14,0,1,Fog,0,2470
2024-04-01 17:00:00,17,0,4,Clear,0,6180
2024-06-30 10:00:00,10,6,6,Cloudy,0,2296
2024-03-21 14:00:00,14,3,3,Clear,0,5166
2024-10-26 05:00:00,5,5,10,Cloudy,0,789
2024-07-28 04:00:00,4,6,7,Clear,0,766
2024-08-09 00:00:00,0,4,8,Light Rain,0,1247
2024-01-24 12:00:00,12,2,1,Light Rain,0,3425
2024-03-06 22:00:00,22,2,3,Clear,0,946
2024-06-08 21:00:00,21,5,6,Cloudy,0,3121
2024-03-31 15:00:00,15,6,3,Snow,0,1681
2024-12-12 05:00:00,5,3,12,Clear,0,938
2024-04-15 20:00:00,20,0,4,Clear,0,3142
2024-08-04 13:00:00,13,6,8,Clear,0,2904
2024-04-02 20:00:00,20,1,4,Cloudy,0,3213
2024-02-16 11:00:00,11,4,2,Light Rain,0,2546
2024-09-22 20:00:00,20,6,9,Cloudy,0,1672
2024-04-25 11:00:00,11,3,4,Clear,0,3864
2024-08-31 05:00:00,5,5,8,Light Rain,0,916
2024-08-12 22:00:00,22,0,8,Cloudy,0,1050
2024-08-19 12:00:00,12,0,8,Cloudy,0,3550
2024-11-19 20:00:00,20,1,11,Clear,0,2859
2024-02-04 05:00:00,5,6,2,Clear,0,777
2024-08-20 02:00:00,2,1,8,Clear,1,734
2024-04-04 16:00:00,16,3,4,Clear,0,6576
2024-08-28 15:00:00,15,2,8,Clear,0,4847
2024-01-04 09:00:00,9,3,1,Clear,0,4492
2024-02-25 03:00:00,3,6,2,Clear,0,582
2024-06-24 01:00:00,1,0,6,Clear,0,1138
2024-03-08 06:00:00,6,4,3,Clear,0,3093
2024-02-04 15:00:00,15,6,2,Clear,0,2594
2024-08-07 09:00:00,9,2,8,Cloudy,0,4952
2024-08-11 11:00:00,11,6,8,Light Rain,0,2817
2024-04-10 20:00:00,20,2,4,Cloudy,0,3253
2024-07-12 08:00:00,8,4,7,Cloudy,1,2457
2024-08-14 23:00:00,23,2,8,Cloudy,0,1144
2024-12-10 21:00:00,21,1,12,Clear,0,3738
2024-03-09 17:00:00,17,5,3,Clear,0,2906
2024-06-25 14:00:00,14,1,6,Clear,0,3703
2025-01-19 22:00:00,22,6,1,Clear,0,804
2024-07-19 12:00:00,12,4,7,Heavy Rain,0,2946
2024-04-24 22:00:00,22,2,4,Light Rain,0,1122
2024-10-18 10:00:00,10,4,10,Light Rain,1,1470
2024-11-05 15:00:00,15,1,11,Clear,0,3427
2024-10-25 17:00:00,17,4,10,Light Rain,0,4732
2024-06-27 16:00:00,16,3,6,Clear,0,5186
2024-06-16 04:00:00,4,6,6,Clear,0,905
2024-04-18 10:00:00,10,3,4,Clear,0,4354
2024-02-01 05:00:00,5,3,2,Clear,0,897
2024-08-16 21:00:00,21,4,8,Snow,0,1845
2024-04-08 21:00:00,21,0,4,Cloudy,0,3576
2024-04-11 18:00:00,18,3,4,Clear,0,5413
2024-07-22 07:00:00,7,0,7,Cloudy,0,5569
2025-01-30 19:00:00,19,3,1,Heavy Rain,0,2228
2024-01-18 00:00:00,0,3,1,Cloudy,1,463
2024-05-23 02:00:00,2,3,5,Clear,0,943
2025-01-16 17:00:00,17,3,1,Clear,0,5858
2024-11-16 18:00:00,18,5,11,Clear,0,4865
2025-02-12 12:00:00,12,2,2,Fog,0,3114
2024-07-20 08:00:00,8,5,7,Heavy Rain,0,2274
2024-10-20 14:00:00,14,6,10,Clear,0,2976
2024-08-28 01:00:00,1,2,8,Heavy Rain,1,502
2025-01-28 01:00:00,1,1,1,Cloudy,0,1063
2024-12-04 06:00:00,6,2,12,Cloudy,0,2835
2025-01-25 23:00:00,23,5,1,Light Rain,0,506
2024-07-11 22:00:00,22,3,7,Cloudy,0,1254
2024-02-17 11:00:00,11,5,2,Clear,0,2643
2024-11-26 18:00:00,18,1,11,Clear,0,6664
2024-04-02 23:00:00,23,1,4,Clear,0,1013
2024-03-31 04:00:00,4,6,3,Heavy Rain,0,467
2024-10-10 22:00:00,22,3,10,Clear,0,1088
2024-12-27 00:00:00,0,4,12,Light Rain,0,718
2024-11-21 14:00:00,14,3,11,Cloudy,0,4209
2024-04-21 00:00:00,0,6,4,Light Rain,0,960
2024-03-06 10:00:00,10,2,3,Fog,0,3105
2024-01-08 04:00:00,4,0,1,Cloudy,0,930
2024-11-06 12:00:00,12,2,11,Clear,0,3597
2024-03-27 23:00:00,23,2,3,Cloudy,0,836
2024-05-07 07:00:00,7,1,5,Heavy Rain,1,1847
2024-07-16 17:00:00,17,1,7,Cloudy,0,7786
2024-11-03 04:00:00,4,6,11,Cloudy,0,810
2025-01-31 17:00:00,17,4,1,Clear,0,5133
2024-10-31 13:00:00,13,3,10,Clear,0,3855
2024-04-30 05:00:00,5,1,4,Clear,1,682
2024-03-17 08:00:00,8,6,3,Snow,0,2699
2024-08-09 17:00:00,17,4,8,Cloudy,0,7620
2024-09-13 05:00:00,5,4,9,Heavy Rain,1,359
2025-01-23 01:00:00,1,3,1,Cloudy,0,1126
2024-05-26 23:00:00,23,6,5,Clear,0,765
2024-12-22 06:00:00,6,6,12,Clear,1,1053
2024-06-09 19:00:00,19,6,6,Light Rain,0,2238
2024-08-07 10:00:00,10,2,8,Cloudy,0,4472
2024-02-04 18:00:00,18,6,2,Light Rain,0,2456
2024-04-13 14:00:00,14,5,4,Heavy Rain,0,1678
2025-02-20 05:00:00,5,3,2,Clear,0,1330
2024-07-08 18:00:00,18,0,7,Cloudy,0,5870
2024-07-15 12:00:00,12,0,7,Cloudy,0,5100
2024-05-03 11:00:00,11,4,5,Snow,1,1112
2024-06-06 14:00:00,14,3,6,Clear,0,5546
2025-01-18 08:00:00,8,5,1,Cloudy,1,1735
2024-06-02 20:00:00,20,6,6,Clear,0,3430
2024-01-03 17:00:00,17,2,1,Light Rain,0,4273
2024-09-01 05:00:00,5,6,9,Clear,0,882
2024-06-14 00:00:00,0,4,6,Clear,0,1403
2024-06-16 16:00:00,16,6,6,Heavy Rain,0,2095
2024-01-15 18:00:00,18,0,1,Fog,0,4119
2025-02-04 23:00:00,23,1,2,Snow,0,812
2024-12-08 17:00:00,17,6,12,Snow,0,2273
2024-05-05 12:00:00,12,6,5,Light Rain,0,1960
2024-11-05 16:00:00,16,1,11,Clear,0,7364
2024-10-19 05:00:00,5,5,10,Cloudy,0,780
2024-07-19 02:00:00,2,4,7,Clear,1,560
2025-01-02 14:00:00,14,3,1,Clear,0,3316
2024-12-11 02:00:00,2,2,12,Cloudy,0,1175
2024-06-27 03:00:00,3,3,6,Clear,0,1254
2024-07-15 01:00:00,1,0,7,Light Rain,0,1183
2024-01-20 16:00:00,16,5,1,Clear,0,2745
2024-10-24 22:00:00,22,3,10,Clear,0,1178
2024-09-15 00:00:00,0,6,9,Cloudy,0,619
2024-08-24 05:00:00,5,5,8,Clear,0,634
2024-11-16 08:00:00,8,5,11,Clear,0,3160
2024-02-06 04:00:00,4,1,2,Clear,0,1088
2024-10-03 15:00:00,15,3,10,Light Rain,0,2686
2024-11-11 18:00:00,18,0,11,Light Rain,1,3165
2024-03-03 18:00:00,18,6,3,Clear,0,3445
2024-11-13 16:00:00,16,2,11,Cloudy,0,5366
2024-08-15 22:00:00,22,3,8,Clear,0,1275
2024-09-17 13:00:00,13,1,9,Heavy Rain,0,2529
2024-09-16 18:00:00,18,0,9,Light Rain,0,5222
2025-01-31 13:00:00,13,4,1,Heavy Rain,0,2538
2024-09-01 18:00:00,18,6,9,Clear,0,4097
2024-11-24 02:00:00,2,6,11,Clear,0,1004
2024-07-07 20:00:00,20,6,7,Clear,0,1927
2024-02-14 19:00:00,19,2,2,Heavy Rain,0,1794
2024-10-07 05:00:00,5,0,10,Clear,0,1604
2024-08-10 16:00:00,16,5,8,Fog,1,1212
2025-02-02 04:00:00,4,6,2,Clear,0,594
2024-07-05 16:00:00,16,4,7,Cloudy,0,6197
2024-08-14 12:00:00,12,2,8,Snow,0,2499
2024-10-16 03:00:00,3,2,10,Clear,0,1345
2024-06-15 23:00:00,23,5,6,Cloudy,0,639
2024-10-31 10:00:00,10,3,10,Clear,0,4188
2024-09-13 03:00:00,3,4,9,Cloudy,0,1132
2024-11-06 10:00:00,10,2,11,Clear,0,3671
2024-01-04 01:00:00,1,3,1,Clear,0,997
2024-10-12 03:00:00,3,5,10,Clear,0,919
2024-10-19 09:00:00,9,5,10,Clear,0,4833
2025-02-18 23:00:00,23,1,2,Clear,0,1167
2025-02-10 15:00:00,15,0,2,Clear,0,4012
2024-07-09 02:00:00,2,1,7,Clear,0,1128
2024-02-15 21:00:00,21,3,2,Clear,1,1724
2024-07-10 21:00:00,21,2,7,Cloudy,0,4053
2025-02-09 10:00:00,10,6,2,Clear,0,2245
2024-11-27 20:00:00,20,2,11,Snow,0,1915
2024-05-02 07:00:00,7,3,5,Light Rain,0,4428
2024-08-12 00:00:00,0,0,8,Clear,0,1258
2024-01-05 22:00:00,22,4,1,Cloudy,0,1352
2024-03-25 06:00:00,6,0,3,Clear,1,1113
2024-12-12 05:00:00,5,3,12,Clear,0,938
2024-04-24 12:00:00,12,2,4,Clear,0,3687
2024-03-25 18:00:00,18,0,3,Light Rain,0,5145
2024-12-06 08:00:00,8,4,12,Clear,0,3570
2025-01-03 07:00:00,7,4,1,Snow,0,2549
2024-08-25 09:00:00,9,6,8,Fog,0,3461
2024-02-20 19:00:00,19,1,2,Clear,0,3583
2024-10-01 04:00:00,4,1,10,Fog,0,784
2025-01-24 23:00:00,23,4,1,Cloudy,0,1097
2024-05-10 08:00:00,8,4,5,Cloudy,1,2705
2024-11-09 12:00:00,12,5,11,Cloudy,0,2863
2024-04-14 14:00:00,14,6,4,Cloudy,0,2794
2024-06-13 19:00:00,19,3,6,Cloudy,0,2245
2024-05-24 08:00:00,8,4,5,Fog,0,3912
2024-06-06 08:00:00,8,3,6,Clear,0,5954
2024-11-15 04:00:00,4,4,11,Cloudy,0,648
2024-09-24 17:00:00,17,1,9,Clear,0,5817
2024-09-01 03:00:00,3,6,9,Clear,0,827
2024-01-08 09:00:00,9,0,1,Clear,0,5688
2024-03-09 11:00:00,11,5,3,Clear,0,2689
2025-01-29 23:00:00,23,2,1,Clear,0,1061
2024-05-06 19:00:00,19,0,5,Clear,0,3128
2024-05-25 01:00:00,1,5,5,Light Rain,0,711
2024-02-27 06:00:00,6,1,2,Clear,0,2436
2024-03-12 16:00:00,16,1,3,Cloudy,0,6009
2024-07-01 04:00:00,4,0,7,Clear,0,1288
2024-10-02 18:00:00,18,2,10,Cloudy,0,6841
2024-04-04 08:00:00,8,3,4,Clear,0,3393
2024-01-04 15:00:00,15,3,1,Cloudy,0,3158
2024-12-18 02:00:00,2,2,12,Light Rain,0,564
2024-05-06 02:00:00,2,0,5,Clear,1,530
2025-01-04 05:00:00,5,5,1,Light Rain,0,783
2024-01-17 19:00:00,19,2,1,Heavy Rain,0,2122
2025-01-09 19:00:00,19,3,1,Clear,0,3325
2024-05-04 06:00:00,6,5,5,Cloudy,0,1850
2024-10-23 09:00:00,9,2,10,Clear,0,6329
2025-02-01 16:00:00,16,5,2,Light Rain,0,2457
2024-04-12 08:00:00,8,4,4,Fog,0,4353
2024-05-23 11:00:00,11,3,5,Clear,1,1958
2024-04-02 06:00:00,6,1,4,Clear,0,2873
2024-02-12 19:00:00,19,0,2,Heavy Rain,0,1985
2025-02-16 09:00:00,9,6,2,Clear,0,4369
2024-02-29 05:00:00,5,3,2,Cloudy,0,963
2024-04-11 12:00:00,12,3,4,Clear,0,3419
2025-01-09 14:00:00,14,3,1,Fog,0,2772
2024-08-28 20:00:00,20,2,8,Snow,0,1624
2025-01-21 05:00:00,5,1,1,Heavy Rain,0,790
2024-02-23 06:00:00,6,4,2,Light Rain,0,1941
2024-08-04 12:00:00,12,6,8,Clear,0,3989
2024-07-31 23:00:00,23,2,7,Clear,0,1122
2024-10-22 01:00:00,1,1,10,Snow,0,685
2024-12-07 12:00:00,12,5,12,Light Rain,0,2259
2024-03-23 10:00:00,10,5,3,Clear,0,2450
2024-02-14 05:00:00,5,2,2,Clear,1,528
2024-02-29 09:00:00,9,3,2,Cloudy,1,2433
2024-08-12 05:00:00,5,0,8,Cloudy,0,1269
2025-01-05 00:00:00,0,6,1,Cloudy,0,830
2024-07-17 10:00:00,10,2,7,Light Rain,0,3152
2024-03-03 14:00:00,14,6,3,Clear,0,2240
2024-12-30 04:00:00,4,0,12,Light Rain,0,928
2024-05-01 22:00:00,22,2,5,Clear,0,1133
2024-09-11 21:00:00,21,2,9,Clear,1,1761
2024-06-04 04:00:00,4,1,6,Cloudy,0,1663
2025-01-27 05:00:00,5,0,1,Cloudy,0,1065
2024-01-29 06:00:00,6,0,1,Clear,1,893
2024-09-01 13:00:00,13,6,9,Clear,0,2981
2024-10-20 16:00:00,16,6,10,Light Rain,0,2781
2024-09-12 09:00:00,9,3,9,Clear,0,6603
2024-06-20 08:00:00,8,3,6,Clear,0,5363
2024-01-05 06:00:00,6,4,1,Cloudy,0,2498
2024-02-09 21:00:00,21,4,2,Cloudy,0,2877
2024-12-26 18:00:00,18,3,12,Clear,0,6096
2024-09-22 13:00:00,13,6,9,Snow,1,605
2024-10-28 05:00:00,5,0,10,Cloudy,0,872
2024-11-21 01:00:00,1,3,11,Cloudy,0,1210
2024-05-01 09:00:00,9,2,5,Cloudy,1,2647
2024-04-22 00:00:00,0,0,4,Light Rain,0,1081
2024-05-31 19:00:00,19,4,5,Cloudy,0,3564
2024-09-17 08:00:00,8,1,9,Clear,0,5985
2024-11-08 19:00:00,19,4,11,Clear,0,3309
2024-09-12 10:00:00,10,3,9,Cloudy,0,4326
2025-01-07 19:00:00,19,1,1,Clear,1,1545
2024-12-02 15:00:00,15,0,12,Clear,0,4106
2024-01-18 10:00:00,10,3,1,Light Rain,0,2614
2024-11-26 00:00:00,0,1,11,Clear,0,1175
2024-07-26 09:00:00,9,4,7,Cloudy,0,6335
2024-12-19 18:00:00,18,3,12,Cloudy,0,4530
2024-03-22 03:00:00,3,4,3,Clear,0,1245
2024-08-01 23:00:00,23,3,8,Clear,0,1489
2024-04-05 19:00:00,19,4,4,Cloudy,0,3279
2024-08-01 16:00:00,16,3,8,Clear,0,6018
2024-11-14 22:00:00,22,3,11,Clear,0,1365
2024-01-09 16:00:00,16,1,1,Clear,0,6296
2024-05-11 10:00:00,10,5,5,Clear,0,3304
2024-05-27 05:00:00,5,0,5,Cloudy,0,1130
2024-07-04 19:00:00,19,3,7,Clear,0,3711
2024-01-23 00:00:00,0,1,1,Clear,0,791
2024-02-21 09:00:00,9,2,2,Heavy Rain,0,3541
2024-02-02 11:00:00,11,4,2,Clear,0,2665
2024-01-31 02:00:00,2,2,1,Light Rain,0,878
2024-06-30 00:00:00,0,6,6,Cloudy,0,1083
2025-02-04 17:00:00,17,1,2,Clear,1,2982
2024-03-18 12:00:00,12,0,3,Light Rain,0,2609
2024-12-24 10:00:00,10,1,12,Clear,0,3143
2025-01-16 11:00:00,11,3,1,Light Rain,0,3851
2024-05-05 21:00:00,21,6,5,Clear,0,1838
2024-10-05 06:00:00,6,5,10,Light Rain,0,1967
2024-03-24 00:00:00,0,6,3,Clear,0,794
2024-06-16 20:00:00,20,6,6,Clear,0,2308
2024-11-28 18:00:00,18,3,11,Cloudy,0,7389
2024-11-09 16:00:00,16,5,11,Light Rain,0,2440
2024-11-30 07:00:00,7,5,11,Cloudy,0,4230
2024-11-03 23:00:00,23,6,11,Clear,0,951
2024-06-28 06:00:00,6,4,6,Snow,0,1591
2024-04-12 23:00:00,23,4,4,Clear,1,579
2024-08-06 14:00:00,14,1,8,Fog,0,3386
2024-06-04 01:00:00,1,1,6,Heavy Rain,0,1107
2024-07-19 22:00:00,22,4,7,Clear,0,1129
2024-07-22 13:00:00,13,0,7,Light Rain,0,4163
2024-02-28 04:00:00,4,2,2,Light Rain,0,813
2024-03-03 01:00:00,1,6,3,Clear,0,941
2024-07-21 16:00:00,16,6,7,Cloudy,0,3156
2024-05-27 04:00:00,4,0,5,Cloudy,0,767
2024-02-13 10:00:00,10,1,2,Light Rain,0,2918
2024-06-08 17:00:00,17,5,6,Cloudy,0,4262
2024-11-28 15:00:00,15,3,11,Clear,0,4538
2024-11-10 11:00:00,11,6,11,Clear,0,2062
2024-01-11 17:00:00,17,3,1,Clear,0,4560
2025-01-22 04:00:00,4,2,1,Light Rain,0,976
2025-01-01 05:00:00,5,2,1,Clear,0,1164
2025-02-11 13:00:00,13,1,2,Clear,0,3338
2024-08-04 09:00:00,9,6,8,Cloudy,1,1638
2024-03-28 01:00:00,1,3,3,Clear,0,1061
2024-11-29 20:00:00,20,4,11,Cloudy,0,2679
2024-01-21 23:00:00,23,6,1,Cloudy,0,699
2024-07-05 22:00:00,22,4,7,Clear,0,1254
2025-01-09 15:00:00,15,3,1,Light Rain,0,3247
2024-02-26 01:00:00,1,0,2,Clear,0,956
2024-09-01 09:00:00,9,6,9,Cloudy,0,2975
